name,region,longitude,latitude,worldX,worldY,locationtype,locationtypeenum,mplongitude,mplatitude,gisX,gisY,dungeontype
Jode Shrine,Dwynnen,73256,59176,572,37,ReligionCult,ReligionCult,572.3125,-36.6875,572.5,-37.5,
Jode Shrine,Dwynnen,70440,50728,550,103,ReligionCult,ReligionCult,550.3125,-102.6875,550.5,-103.5,
Jode Shrine,Dwynnen,68776,46888,537,133,ReligionCult,ReligionCult,537.3125,-132.6875,537.5,-133.5,
Jode Shrine,Isle of Balfiera,86952,36392,679,215,ReligionCult,ReligionCult,679.3125,-214.6875,679.5,-215.5,
Jode Shrine,Wrothgarian Mountains,102312,63784,799,1,ReligionCult,ReligionCult,799.3125,-0.6875,799.5,-1.5,
Jode Shrine,Wrothgarian Mountains,107432,63016,839,7,ReligionCult,ReligionCult,839.3125,-6.6875,839.5,-7.5,
Jode Shrine,Wrothgarian Mountains,108456,53672,847,80,ReligionCult,ReligionCult,847.3125,-79.6875,847.5,-80.5,
Jode Shrine,Wrothgarian Mountains,105000,53160,820,84,ReligionCult,ReligionCult,820.3125,-83.6875,820.5,-84.5,
Jode Shrine,Daggerfall,27432,42920,214,164,ReligionCult,ReligionCult,214.3125,-163.6875,214.5,-164.5,
Jode Shrine,Daggerfall,15656,39720,122,189,ReligionCult,ReligionCult,122.3125,-188.6875,122.5,-189.5,
Jode Shrine,Glenpoint,20776,49320,162,114,ReligionCult,ReligionCult,162.3125,-113.6875,162.5,-114.5,
Jode Shrine,Glenpoint,19496,48680,152,119,ReligionCult,ReligionCult,152.3125,-118.6875,152.5,-119.5,
Jode Shrine,Sentinel,45608,11304,356,411,ReligionCult,ReligionCult,356.3125,-410.6875,356.5,-411.5,
Jode Shrine,Anticlere,63912,43944,499,156,ReligionCult,ReligionCult,499.3125,-155.6875,499.5,-156.5,
Jode Shrine,Lainlyn,92968,25768,726,298,ReligionCult,ReligionCult,726.3125,-297.6875,726.5,-298.5,
Jode Shrine,Lainlyn,87592,24360,684,309,ReligionCult,ReligionCult,684.3125,-308.6875,684.5,-309.5,
Jode Shrine,Wayrest,117160,35112,915,225,ReligionCult,ReligionCult,915.3125,-224.6875,915.5,-225.5,
Jode Shrine,Wayrest,115368,31784,901,251,ReligionCult,ReligionCult,901.3125,-250.6875,901.5,-251.5,
Jode Shrine,Northmoor,27432,61736,214,17,ReligionCult,ReligionCult,214.3125,-16.6875,214.5,-17.5,
Jode Shrine,Menevia,106408,43944,831,156,ReligionCult,ReligionCult,831.3125,-155.6875,831.5,-156.5,
Jode Shrine,Menevia,107176,43048,837,163,ReligionCult,ReligionCult,837.3125,-162.6875,837.5,-163.5,
Jode Shrine,Koegria,89384,51880,698,94,ReligionCult,ReligionCult,698.3125,-93.6875,698.5,-94.5,
Jode Shrine,Bhoraine,80040,52520,625,89,ReligionCult,ReligionCult,625.3125,-88.6875,625.5,-89.5,
Jode Shrine,Daenia,46120,54184,360,76,ReligionCult,ReligionCult,360.3125,-75.6875,360.5,-76.5,
Jode Shrine,Daenia,48424,51624,378,96,ReligionCult,ReligionCult,378.3125,-95.6875,378.5,-96.5,
Jode Shrine,Myrkwasa,34728,10664,271,416,ReligionCult,ReligionCult,271.3125,-415.6875,271.5,-416.5,
Jode Shrine,Totambu,94376,21288,737,333,ReligionCult,ReligionCult,737.3125,-332.6875,737.5,-333.5,
Jode Shrine,Totambu,110120,17576,860,362,ReligionCult,ReligionCult,860.3125,-361.6875,860.5,-362.5,
Wailing Altar of Stendarr,Alik'r Desert,48680,7336,380,442,ReligionTemple,ReligionTemple,380.3125,-441.6875,380.5,-442.5,
Inner Sunrise of Stendarr,Alik'r Desert,53672,7336,419,442,ReligionTemple,ReligionTemple,419.3125,-441.6875,419.5,-442.5,
Inner Sunrise of Stendarr,Urvaius,54568,58792,426,40,ReligionTemple,ReligionTemple,426.3125,-39.6875,426.5,-40.5,
Shelter of Phen,Alik'r Desert,63784,7336,498,442,ReligionCult,ReligionCult,498.3125,-441.6875,498.5,-442.5,
Shelter of Phen,Dragontail Mountains,79400,22952,620,320,ReligionCult,ReligionCult,620.3125,-319.6875,620.5,-320.5,
Shelter of Phen,Dragontail Mountains,90024,13224,703,396,ReligionCult,ReligionCult,703.3125,-395.6875,703.5,-396.5,
Shelter of Phen,Dwynnen,68136,59688,532,33,ReligionCult,ReligionCult,532.3125,-32.6875,532.5,-33.5,
Shelter of Phen,Dwynnen,71208,59176,556,37,ReligionCult,ReligionCult,556.3125,-36.6875,556.5,-37.5,
Shelter of Phen,Dwynnen,70056,56488,547,58,ReligionCult,ReligionCult,547.3125,-57.6875,547.5,-58.5,
Shelter of Phen,Dwynnen,70056,54696,547,72,ReligionCult,ReligionCult,547.3125,-71.6875,547.5,-72.5,
Shelter of Phen,Dwynnen,71464,51240,558,99,ReligionCult,ReligionCult,558.3125,-98.6875,558.5,-99.5,
Shelter of Phen,Wrothgarian Mountains,104104,60456,813,27,ReligionCult,ReligionCult,813.3125,-26.6875,813.5,-27.5,
Shelter of Phen,Daggerfall,26664,42664,208,166,ReligionCult,ReligionCult,208.3125,-165.6875,208.5,-166.5,
Shelter of Phen,Lainlyn,93736,24872,732,305,ReligionCult,ReligionCult,732.3125,-304.6875,732.5,-305.5,
Shelter of Phen,Ykalon,52776,62376,412,12,ReligionCult,ReligionCult,412.3125,-11.6875,412.5,-12.5,
Shelter of Phen,Shalgora,38824,46632,303,135,ReligionCult,ReligionCult,303.3125,-134.6875,303.5,-135.5,
Shelter of Phen,Abibon-Gora,20392,2472,159,480,ReligionCult,ReligionCult,159.3125,-479.6875,159.5,-480.5,
Shelter of Phen,Satakalaam,109736,24360,857,309,ReligionCult,ReligionCult,857.3125,-308.6875,857.5,-309.5,
Shelter of Phen,Totambu,112040,20648,875,338,ReligionCult,ReligionCult,875.3125,-337.6875,875.5,-338.5,
Shelter of Phen,Totambu,97192,20136,759,342,ReligionCult,ReligionCult,759.3125,-341.6875,759.5,-342.5,
Shelter of Phen,Totambu,103080,19624,805,346,ReligionCult,ReligionCult,805.3125,-345.6875,805.5,-346.5,
Shelter of Phen,Totambu,107304,16808,838,368,ReligionCult,ReligionCult,838.3125,-367.6875,838.5,-368.5,
Shelter of Phen,Bergama,53288,3112,416,475,ReligionCult,ReligionCult,416.3125,-474.6875,416.5,-475.5,
Shelter of Phen,Glenumbra Moors,14248,54568,111,73,ReligionCult,ReligionCult,111.3125,-72.6875,111.5,-73.5,
Shelter of Phen,Glenumbra Moors,18344,54312,143,75,ReligionCult,ReligionCult,143.3125,-74.6875,143.5,-75.5,
Shelter of Phen,Glenumbra Moors,17320,51496,135,97,ReligionCult,ReligionCult,135.3125,-96.6875,135.5,-97.5,
Shelter of Phen,Ilessan Hills,35880,55848,280,63,ReligionCult,ReligionCult,280.3125,-62.6875,280.5,-63.5,
Shelter of Phen,Ilessan Hills,28456,54056,222,77,ReligionCult,ReligionCult,222.3125,-76.6875,222.5,-77.5,
Shelter of Phen,Ilessan Hills,31528,52136,246,92,ReligionCult,ReligionCult,246.3125,-91.6875,246.5,-92.5,
Burning Redeemer of Stendarr,Alik'r Desert,48040,7208,375,443,ReligionTemple,ReligionTemple,375.3125,-442.6875,375.5,-443.5,
Burning Redeemer of Stendarr,Phrygias,60584,63656,473,2,ReligionTemple,ReligionTemple,473.3125,-1.6875,473.5,-2.5,
Alik'ra,Alik'r Desert,51336,7176,401,443,TownCity,TownCity,401.0625,-442.9375,401.5,-443.5,
Ruins of Old Grefylta's Farm,Alik'r Desert,67496,7208,527,443,DungeonRuin,DungeonRuin,527.3125,-442.6875,527.5,-443.5,HumanStronghold
Old Maurc-i's Hovel,Alik'r Desert,56232,7080,439,444,HomePoor,HomePoor,439.3125,-443.6875,439.5,-444.5,
Anteleralah,Alik'r Desert,66592,7072,520,444,TownVillage,TownVillage,520.25,-443.75,520.5,-444.5,
Demiblothessa Minster,Alik'r Desert,40616,6952,317,445,DungeonLabyrinth,DungeonLabyrinth,317.3125,-444.6875,317.5,-445.5,DesecratedTemple
The Lynx and Goblin Hostel,Alik'r Desert,44840,6952,350,445,Tavern,Tavern,350.3125,-444.6875,350.5,-445.5,
Ramoaweyn,Alik'r Desert,67600,6920,528,445,TownCity,TownCity,528.125,-444.9375,528.5,-445.5,
The Old Chirkon Place,Alik'r Desert,52520,6696,410,447,HomePoor,HomePoor,410.3125,-446.6875,410.5,-447.5,
Ruins of Vuster Grange,Alik'r Desert,53928,6696,421,447,DungeonRuin,DungeonRuin,421.3125,-446.6875,421.5,-447.5,Crypt
Castle Khojon,Alik'r Desert,67240,6696,525,447,DungeonKeep,DungeonKeep,525.3125,-446.6875,525.5,-447.5,ScorpionNest
The F'arkte Farmstead,Alik'r Desert,39080,6568,305,448,HomeFarms,HomeFarms,305.3125,-447.6875,305.5,-448.5,
The Dirty Porcupine Pub,Alik'r Desert,44200,6568,345,448,Tavern,Tavern,345.3125,-447.6875,345.5,-448.5,
The Web of Gromgod,Alik'r Desert,44712,6568,349,448,DungeonLabyrinth,DungeonLabyrinth,349.3125,-447.6875,349.5,-448.5,ScorpionNest
Zagoccodisu,Alik'r Desert,51360,6560,401,448,TownVillage,TownVillage,401.25,-447.75,401.5,-448.5,
Ruins of The Chesun Cabin,Alik'r Desert,54312,6568,424,448,DungeonRuin,DungeonRuin,424.3125,-447.6875,424.5,-448.5,RuinedCastle
Syrogubu,Alik'r Desert,65312,6432,510,449,TownVillage,TownVillage,510.25,-448.75,510.5,-449.5,
The Tomb of Barovar,Alik'r Desert,38440,6312,300,450,DungeonLabyrinth,DungeonLabyrinth,300.3125,-449.6875,300.5,-450.5,Crypt
The Old Nhuv Shack,Alik'r Desert,41640,6312,325,450,HomePoor,HomePoor,325.3125,-449.6875,325.5,-450.5,
Maurp Manor,Alik'r Desert,58408,6312,456,450,HomeWealthy,HomeWealthy,456.3125,-449.6875,456.5,-450.5,
Maurp Manor,Sentinel,47912,14760,374,384,HomeWealthy,HomeWealthy,374.3125,-383.6875,374.5,-384.5,
The Old Guch Hovel,Alik'r Desert,66600,6312,520,450,HomePoor,HomePoor,520.3125,-449.6875,520.5,-450.5,
The Old Mhosta Shack,Alik'r Desert,36008,6184,281,451,HomePoor,HomePoor,281.3125,-450.6875,281.5,-451.5,
The Web of Anker,Alik'r Desert,44200,6184,345,451,DungeonLabyrinth,DungeonLabyrinth,345.3125,-450.6875,345.5,-451.5,ScorpionNest
Old M'ormta's Farm,Alik'r Desert,50216,6056,392,452,HomeFarms,HomeFarms,392.3125,-451.6875,392.5,-452.5,
Wailing Rebirth of Stendarr,Alik'r Desert,58536,6056,457,452,ReligionTemple,ReligionTemple,457.3125,-451.6875,457.5,-452.5,
Sacred Soul of Stendarr,Alik'r Desert,65448,6056,511,452,ReligionTemple,ReligionTemple,511.3125,-451.6875,511.5,-452.5,
Sacred Soul of Stendarr,Bhoraine,83112,51368,649,98,ReligionTemple,ReligionTemple,649.3125,-97.6875,649.5,-98.5,
Cheshon Hall,Alik'r Desert,38312,5928,299,453,HomeWealthy,HomeWealthy,299.3125,-452.6875,299.5,-453.5,
The Unfortunate Priest Pub,Alik'r Desert,32680,5800,255,454,Tavern,Tavern,255.3125,-453.6875,255.5,-454.5,
The Unfortunate Priest Pub,Totambu,118312,16552,924,370,Tavern,Tavern,924.3125,-369.6875,924.5,-370.5,
Mettula,Alik'r Desert,47616,5776,372,454,TownCity,TownCity,372,-453.875,372.5,-454.5,
Mi-Korom,Alik'r Desert,49056,5792,383,454,TownVillage,TownVillage,383.25,-453.75,383.5,-454.5,
Glork's Hold,Alik'r Desert,57512,5672,449,455,DungeonLabyrinth,DungeonLabyrinth,449.3125,-454.6875,449.5,-455.5,HumanStronghold
Old Cughtca's Hovel,Alik'r Desert,33704,5544,263,456,HomePoor,HomePoor,263.3125,-455.6875,263.5,-456.5,
The Dwarf and Guard Tavern,Alik'r Desert,47144,5544,368,456,Tavern,Tavern,368.3125,-455.6875,368.5,-456.5,
Ruins of Therhtta Court,Alik'r Desert,49192,5544,384,456,DungeonRuin,DungeonRuin,384.3125,-455.6875,384.5,-456.5,DesecratedTemple
Faofylar's Guard,Alik'r Desert,50728,5544,396,456,DungeonKeep,DungeonKeep,396.3125,-455.6875,396.5,-456.5,Crypt
Eternal Redeemer of Stendarr,Alik'r Desert,34984,5416,273,457,ReligionTemple,ReligionTemple,273.3125,-456.6875,273.5,-457.5,
Shrine of Ephen,Alik'r Desert,31784,5288,248,458,ReligionCult,ReligionCult,248.3125,-457.6875,248.5,-458.5,
Shrine of Ephen,Dragontail Mountains,89000,17704,695,361,ReligionCult,ReligionCult,695.3125,-360.6875,695.5,-361.5,
Shrine of Ephen,Dwynnen,62504,58920,488,39,ReligionCult,ReligionCult,488.3125,-38.6875,488.5,-39.5,
Shrine of Ephen,Dwynnen,62760,55336,490,67,ReligionCult,ReligionCult,490.3125,-66.6875,490.5,-67.5,
Shrine of Ephen,Dwynnen,63400,53928,495,78,ReligionCult,ReligionCult,495.3125,-77.6875,495.5,-78.5,
Shrine of Ephen,Dwynnen,67624,46504,528,136,ReligionCult,ReligionCult,528.3125,-135.6875,528.5,-136.5,
Shrine of Ephen,Wrothgarian Mountains,106920,60712,835,25,ReligionCult,ReligionCult,835.3125,-24.6875,835.5,-25.5,
Shrine of Ephen,Wrothgarian Mountains,122920,55720,960,64,ReligionCult,ReligionCult,960.3125,-63.6875,960.5,-64.5,
Shrine of Ephen,Wrothgarian Mountains,103464,51496,808,97,ReligionCult,ReligionCult,808.3125,-96.6875,808.5,-97.5,
Shrine of Ephen,Wrothgarian Mountains,125608,44456,981,152,ReligionCult,ReligionCult,981.3125,-151.6875,981.5,-152.5,
Shrine of Ephen,Daggerfall,33320,46120,260,139,ReligionCult,ReligionCult,260.3125,-138.6875,260.5,-139.5,
Shrine of Ephen,Daggerfall,20904,37032,163,210,ReligionCult,ReligionCult,163.3125,-209.6875,163.5,-210.5,
Shrine of Ephen,Glenpoint,23080,47656,180,127,ReligionCult,ReligionCult,180.3125,-126.6875,180.5,-127.5,
Shrine of Ephen,Lainlyn,93608,25128,731,303,ReligionCult,ReligionCult,731.3125,-302.6875,731.5,-303.5,
Shrine of Ephen,Wayrest,109992,40360,859,184,ReligionCult,ReligionCult,859.3125,-183.6875,859.5,-184.5,
Shrine of Ephen,Wayrest,108584,36136,848,217,ReligionCult,ReligionCult,848.3125,-216.6875,848.5,-217.5,
Shrine of Ephen,Wayrest,119976,36136,937,217,ReligionCult,ReligionCult,937.3125,-216.6875,937.5,-217.5,
Shrine of Ephen,Menevia,104872,38696,819,197,ReligionCult,ReligionCult,819.3125,-196.6875,819.5,-197.5,
Shrine of Ephen,Phrygias,57384,60584,448,26,ReligionCult,ReligionCult,448.3125,-25.6875,448.5,-26.5,
Shrine of Ephen,Ykalon,40360,62632,315,10,ReligionCult,ReligionCult,315.3125,-9.6875,315.5,-10.5,
Shrine of Ephen,Ykalon,47528,61864,371,16,ReligionCult,ReligionCult,371.3125,-15.6875,371.5,-16.5,
Shrine of Ephen,Ykalon,47144,61224,368,21,ReligionCult,ReligionCult,368.3125,-20.6875,368.5,-21.5,
Shrine of Ephen,Ykalon,44712,59944,349,31,ReligionCult,ReligionCult,349.3125,-30.6875,349.5,-31.5,
Shrine of Ephen,Totambu,104872,16552,819,370,ReligionCult,ReligionCult,819.3125,-369.6875,819.5,-370.5,
Shrine of Ephen,Mournoth,119976,26792,937,290,ReligionCult,ReligionCult,937.3125,-289.6875,937.5,-290.5,
Shrine of Ephen,Ephesus,108968,9000,851,429,ReligionCult,ReligionCult,851.3125,-428.6875,851.5,-429.5,
Shrine of Ephen,Ilessan Hills,31656,49960,247,109,ReligionCult,ReligionCult,247.3125,-108.6875,247.5,-109.5,
The Den of Shesh'kern,Alik'r Desert,36136,5288,282,458,DungeonLabyrinth,DungeonLabyrinth,282.3125,-457.6875,282.5,-458.5,DragonsDen
Old Fhordja's Farm,Alik'r Desert,42152,5288,329,458,HomeFarms,HomeFarms,329.3125,-457.6875,329.5,-458.5,
Ruins of The Thelprn Plantation,Alik'r Desert,48808,5288,381,458,DungeonRuin,DungeonRuin,381.3125,-457.6875,381.5,-458.5,DesecratedTemple
Dhortar Tower,Alik'r Desert,32296,5160,252,459,DungeonKeep,DungeonKeep,252.3125,-458.6875,252.5,-459.5,NaturalCave
The C'eldur Cemetery,Alik'r Desert,37160,5160,290,459,Graveyard,Graveyard,290.3125,-458.6875,290.5,-459.5,Cemetery
T'orgen Palace,Alik'r Desert,49704,5160,388,459,HomeWealthy,HomeWealthy,388.3125,-458.6875,388.5,-459.5,
The Citadel of Cyorpen,Alik'r Desert,62888,5160,491,459,DungeonKeep,DungeonKeep,491.3125,-458.6875,491.5,-459.5,Mine
Kellan Hall,Alik'r Desert,32680,5032,255,460,HomeWealthy,HomeWealthy,255.3125,-459.6875,255.5,-460.5,
Shrestta Tower,Alik'r Desert,34600,5032,270,460,DungeonKeep,DungeonKeep,270.3125,-459.6875,270.5,-460.5,DesecratedTemple
Fearful Oracle of Stendarr,Alik'r Desert,35368,5032,276,460,ReligionTemple,ReligionTemple,276.3125,-459.6875,276.5,-460.5,
Fearful Oracle of Stendarr,Urvaius,58536,54440,457,74,ReligionTemple,ReligionTemple,457.3125,-73.6875,457.5,-74.5,
The F'isun Plantation,Alik'r Desert,49448,5032,386,460,HomeFarms,HomeFarms,386.3125,-459.6875,386.5,-460.5,
Ruins of Saughtur Orchard,Alik'r Desert,58664,4904,458,461,DungeonRuin,DungeonRuin,458.3125,-460.6875,458.5,-461.5,Crypt
Blarmir Grange,Alik'r Desert,63528,4904,496,461,HomeFarms,HomeFarms,496.3125,-460.6875,496.5,-461.5,
Jalakaplex,Alik'r Desert,64032,4896,500,461,TownVillage,TownVillage,500.25,-460.75,500.5,-461.5,
Ruins of The Hold of Shag,Alik'r Desert,46248,4776,361,462,DungeonRuin,DungeonRuin,361.3125,-461.6875,361.5,-462.5,NaturalCave
The Old Nafylam Shack,Alik'r Desert,50216,4776,392,462,HomePoor,HomePoor,392.3125,-461.6875,392.5,-462.5,
Perpetual Soul of Stendarr,Alik'r Desert,43944,4648,343,463,ReligionTemple,ReligionTemple,343.3125,-462.6875,343.5,-463.5,
The Gripbith Web,Alik'r Desert,57384,4648,448,463,DungeonLabyrinth,DungeonLabyrinth,448.3125,-462.6875,448.5,-463.5,ScorpionNest
Mesopada,Alik'r Desert,57632,4632,450,463,TownHamlet,TownHamlet,450.25,-462.8125,450.5,-463.5,
Togem Manor,Alik'r Desert,45352,4392,354,465,HomeWealthy,HomeWealthy,354.3125,-464.6875,354.5,-465.5,
Ruins of C'orc Court,Alik'r Desert,63912,4392,499,465,DungeonRuin,DungeonRuin,499.3125,-464.6875,499.5,-465.5,NaturalCave
Ruins of Baerd'kern Manor,Alik'r Desert,57768,4264,451,466,DungeonRuin,DungeonRuin,451.3125,-465.6875,451.5,-466.5,ScorpionNest
Blessed Soul of Stendarr,Alik'r Desert,37032,4136,289,467,ReligionTemple,ReligionTemple,289.3125,-466.6875,289.5,-467.5,
Blessed Soul of Stendarr,Phrygias,77992,62504,609,11,ReligionTemple,ReligionTemple,609.3125,-10.6875,609.5,-11.5,
Blith Hall,Alik'r Desert,41000,4136,320,467,HomeWealthy,HomeWealthy,320.3125,-466.6875,320.5,-467.5,
The Old Dhergrn Hovel,Alik'r Desert,36008,4008,281,468,HomePoor,HomePoor,281.3125,-467.6875,281.5,-468.5,
Lheth Hall,Alik'r Desert,40744,4008,318,468,HomeWealthy,HomeWealthy,318.3125,-467.6875,318.5,-468.5,
The Mouse and Goat Hostel,Alik'r Desert,42024,4008,328,468,Tavern,Tavern,328.3125,-467.6875,328.5,-468.5,
The Stronghold of Merdun,Alik'r Desert,44584,4008,348,468,DungeonKeep,DungeonKeep,348.3125,-467.6875,348.5,-468.5,Crypt
The Crypt of Nebuchanon,Alik'r Desert,49064,4008,383,468,DungeonLabyrinth,DungeonLabyrinth,383.3125,-467.6875,383.5,-468.5,Crypt
Khath Grange,Alik'r Desert,37416,3880,292,469,HomeFarms,HomeFarms,292.3125,-468.6875,292.5,-469.5,
Ruins of The Old Murchke Place,Alik'r Desert,38824,3880,303,469,DungeonRuin,DungeonRuin,303.3125,-468.6875,303.5,-469.5,Crypt
Ruins of Dherht Hall,Alik'r Desert,39464,3880,308,469,DungeonRuin,DungeonRuin,308.3125,-468.6875,308.5,-469.5,NaturalCave
The Quarry of Faeghtir,Alik'r Desert,40488,3880,316,469,DungeonLabyrinth,DungeonLabyrinth,316.3125,-468.6875,316.5,-469.5,Mine
Narelidai,Alik'r Desert,45344,3872,354,469,TownVillage,TownVillage,354.25,-468.75,354.5,-469.5,
Ruins of Old Tistka's Shack,Alik'r Desert,50088,3880,391,469,DungeonRuin,DungeonRuin,391.3125,-468.6875,391.5,-469.5,Crypt
The Rat and Scorpion Hostel,Alik'r Desert,61608,3880,481,469,Tavern,Tavern,481.3125,-468.6875,481.5,-469.5,
The Rat and Scorpion Hostel,Northmoor,30760,59432,240,35,Tavern,Tavern,240.3125,-34.6875,240.5,-35.5,
Gentle Redeemer of Stendarr,Alik'r Desert,38184,3752,298,470,ReligionTemple,ReligionTemple,298.3125,-469.6875,298.5,-470.5,
The Old Glull'kern Hovel,Alik'r Desert,48552,3752,379,470,HomePoor,HomePoor,379.3125,-469.6875,379.5,-470.5,
Caorpt Hall,Alik'r Desert,49192,3752,384,470,HomeWealthy,HomeWealthy,384.3125,-469.6875,384.5,-470.5,
Tsetissiara,Alik'r Desert,60680,3728,474,470,TownCity,TownCity,474.0625,-469.875,474.5,-470.5,
Shrine of Q'Olwen,Alik'r Desert,36776,3624,287,471,ReligionCult,ReligionCult,287.3125,-470.6875,287.5,-471.5,
Shrine of Q'Olwen,Dragontail Mountains,122664,168,958,498,ReligionCult,ReligionCult,958.3125,-497.6875,958.5,-498.5,
Shrine of Q'Olwen,Dwynnen,68904,61736,538,17,ReligionCult,ReligionCult,538.3125,-16.6875,538.5,-17.5,
Shrine of Q'Olwen,Dwynnen,74920,59304,585,36,ReligionCult,ReligionCult,585.3125,-35.6875,585.5,-36.5,
Shrine of Q'Olwen,Dwynnen,75560,57768,590,48,ReligionCult,ReligionCult,590.3125,-47.6875,590.5,-48.5,
Shrine of Q'Olwen,Dwynnen,66088,55720,516,64,ReligionCult,ReligionCult,516.3125,-63.6875,516.5,-64.5,
Shrine of Q'Olwen,Dwynnen,70440,53544,550,81,ReligionCult,ReligionCult,550.3125,-80.6875,550.5,-81.5,
Shrine of Q'Olwen,Dwynnen,64552,49576,504,112,ReligionCult,ReligionCult,504.3125,-111.6875,504.5,-112.5,
Shrine of Q'Olwen,Dwynnen,67368,46632,526,135,ReligionCult,ReligionCult,526.3125,-134.6875,526.5,-135.5,
Shrine of Q'Olwen,Wrothgarian Mountains,106408,62760,831,9,ReligionCult,ReligionCult,831.3125,-8.6875,831.5,-9.5,
Shrine of Q'Olwen,Sentinel,56488,16552,441,370,ReligionCult,ReligionCult,441.3125,-369.6875,441.5,-370.5,
Shrine of Q'Olwen,Sentinel,41768,12968,326,398,ReligionCult,ReligionCult,326.3125,-397.6875,326.5,-398.5,
Shrine of Q'Olwen,Wayrest,115112,37672,899,205,ReligionCult,ReligionCult,899.3125,-204.6875,899.5,-205.5,
Shrine of Q'Olwen,Wayrest,117544,31400,918,254,ReligionCult,ReligionCult,918.3125,-253.6875,918.5,-254.5,
Shrine of Q'Olwen,Wayrest,124968,29480,976,269,ReligionCult,ReligionCult,976.3125,-268.6875,976.5,-269.5,
Shrine of Q'Olwen,Bhoraine,82088,52136,641,92,ReligionCult,ReligionCult,641.3125,-91.6875,641.5,-92.5,
Shrine of Q'Olwen,Kambria,75816,55464,592,66,ReligionCult,ReligionCult,592.3125,-65.6875,592.5,-66.5,
Shrine of Q'Olwen,Daenia,49832,58408,389,43,ReligionCult,ReligionCult,389.3125,-42.6875,389.5,-43.5,
Shrine of Q'Olwen,Abibon-Gora,23592,2216,184,482,ReligionCult,ReligionCult,184.3125,-481.6875,184.5,-482.5,
Shrine of Q'Olwen,Satakalaam,100008,24360,781,309,ReligionCult,ReligionCult,781.3125,-308.6875,781.5,-309.5,
Shrine of Q'Olwen,Totambu,93352,17448,729,363,ReligionCult,ReligionCult,729.3125,-362.6875,729.5,-363.5,
Shrine of Q'Olwen,Totambu,108200,15912,845,375,ReligionCult,ReligionCult,845.3125,-374.6875,845.5,-375.5,
Shrine of Q'Olwen,Totambu,117416,15784,917,376,ReligionCult,ReligionCult,917.3125,-375.6875,917.5,-376.5,
Shrine of Q'Olwen,Mournoth,120616,26920,942,289,ReligionCult,ReligionCult,942.3125,-288.6875,942.5,-289.5,
Shrine of Q'Olwen,Ilessan Hills,41128,56104,321,61,ReligionCult,ReligionCult,321.3125,-60.6875,321.5,-61.5,
Yagertor's Nest,Alik'r Desert,30376,3496,237,472,DungeonLabyrinth,DungeonLabyrinth,237.3125,-471.6875,237.5,-472.5,ScorpionNest
Hillia,Alik'r Desert,33824,3488,264,472,TownVillage,TownVillage,264.25,-471.75,264.5,-472.5,
The Balulither Rectory,Alik'r Desert,34344,3496,268,472,DungeonLabyrinth,DungeonLabyrinth,268.3125,-471.6875,268.5,-472.5,DesecratedTemple
Shrine of Jone,Alik'r Desert,42792,3496,334,472,ReligionCult,ReligionCult,334.3125,-471.6875,334.5,-472.5,
Shrine of Jone,Dwynnen,70056,60328,547,28,ReligionCult,ReligionCult,547.3125,-27.6875,547.5,-28.5,
Shrine of Jone,Dwynnen,68776,55720,537,64,ReligionCult,ReligionCult,537.3125,-63.6875,537.5,-64.5,
Shrine of Jone,Dwynnen,71464,51496,558,97,ReligionCult,ReligionCult,558.3125,-96.6875,558.5,-97.5,
Shrine of Jone,Dwynnen,69416,46760,542,134,ReligionCult,ReligionCult,542.3125,-133.6875,542.5,-134.5,
Shrine of Jone,Lainlyn,97064,23208,758,318,ReligionCult,ReligionCult,758.3125,-317.6875,758.5,-318.5,
Shrine of Jone,Wayrest,116648,39976,911,187,ReligionCult,ReligionCult,911.3125,-186.6875,911.5,-187.5,
Shrine of Jone,Wayrest,113192,33704,884,236,ReligionCult,ReligionCult,884.3125,-235.6875,884.5,-236.5,
